Path in Mister,URL,Size in bytes (optional but recommended),MD5 Hash (optional but recommended),Filter Terms (optional),Overwrite (optional),Comments (optional)
games/kinst/kinst.img,https://archive.org/download/OngoFiles/KillerInstinct/kinst.img,131076608,6d4c2f152c9a18ab3a9b05b8804306a8,Killer Instinct,overwrite:false,
games/kinst2/kinst2.img,https://archive.org/download/OngoFiles/KillerInstinct/kinst2.img,457673216,2563b089b316f2c8636d78af661ac656,Killer Instinct,overwrite:false,
games/mame/kinst.zip,https://archive.org/download/OngoFiles/KillerInstinct/kinst.zip,5843251,4bb48f2ea2091e45b6f14cf3689b7986,Killer Instinct,overwrite:false,
games/mame/kinst2.zip,https://archive.org/download/OngoFiles/KillerInstinct/kinst2.zip,7479079,d20251e2d55f397d210199a632286c65,Killer Instinct,overwrite:false,
games/mame/coh1000c.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/coh1000c.zip,278492,a77a0ea2ab5d8678e6b8ba1304fb6cf5,Zn1,overwrite:false,
games/mame/glpracr.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/glpracr.zip,4418784,b5b2172ed6cf5a89bcb98220f84887c1,Zn1,overwrite:false,
games/mame/qsound_hle.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/qsound_hle.zip,2676,758388893761ea3ff0d820f60344a38e,Zn1,overwrite:false,
games/mame/sfex.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/sfex.zip,10964167,17714cfe220fecfe2e0616e574aa44c6,Zn1,overwrite:false,
games/mame/sfexp.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/sfexp.zip,11240185,8593825de9ed69eb5f2bafa2f8503cab,Zn1,overwrite:false,
games/mame/starglad.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/starglad.zip,11235620,3951217070cfda0e0b7618e12697963f,Zn1,overwrite:false,
games/mame/ts2.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/ts2.zip,12308764,cc4a147c18e650fd2f17286a6263abd6,Zn1,overwrite:false,
games/mame/coh1000c.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/coh1000c.zip,278492,a77a0ea2ab5d8678e6b8ba1304fb6cf5,Zn1,overwrite:false,
games/mame/glpracr.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/glpracr.zip,4418784,b5b2172ed6cf5a89bcb98220f84887c1,Zn1,overwrite:false,
games/mame/qsound_hle.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/qsound_hle.zip,2676,758388893761ea3ff0d820f60344a38e,Zn1,overwrite:false,
games/mame/sfex.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/sfex.zip,10964167,17714cfe220fecfe2e0616e574aa44c6,Zn1,overwrite:false,
games/mame/sfexp.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/sfexp.zip,11240185,8593825de9ed69eb5f2bafa2f8503cab,Zn1,overwrite:false,
games/mame/starglad.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/starglad.zip,11235620,3951217070cfda0e0b7618e12697963f,Zn1,overwrite:false,
games/mame/ts2.zip,https://archive.org/download/OngoFiles/mame-capcomzn1/ts2.zip,12308764,cc4a147c18e650fd2f17286a6263abd6,Zn1,overwrite:false,
games/mame/1on1gov.zip,https://archive.org/download/OngoFiles/mame-zn1/1on1gov.zip,15003910,349d26dacfe90c77b0d691e12c9c9e0f,Zn1,overwrite:false,
games/mame/aerofgts.zip,https://archive.org/download/OngoFiles/mame-zn1/aerofgts.zip,9455407,723f6f8d415c35638c31b2173b613394,Zn1,overwrite:false,
games/mame/beastrzr.zip,https://archive.org/download/OngoFiles/mame-zn1/beastrzr.zip,16282106,5f3bf59eba37a18638ecc8741a3e7ffe,Zn1,overwrite:false,
games/mame/bldyror2.zip,https://archive.org/download/OngoFiles/mame-zn1/bldyror2.zip,19394066,787f84ba6a4bf9e25070e4cdc354b74f,Zn1,overwrite:false,
games/mame/brvblade.zip,https://archive.org/download/OngoFiles/mame-zn1/brvblade.zip,7126542,1e3cf44c3995fc21532d2f3f984c038a,Zn1,overwrite:false,
games/mame/coh1000t.zip,https://archive.org/download/OngoFiles/mame-zn1/coh1000t.zip,126296,cbd902afa92e18d69226d91f567ab88a,Zn1,overwrite:false,
games/mame/coh1001l.zip,https://archive.org/download/OngoFiles/mame-zn1/coh1001l.zip,126207,fcfb400f4d2360002fee1dc5b9e7c2af,Zn1,overwrite:false,
games/mame/coh1002e.zip,https://archive.org/download/OngoFiles/mame-zn1/coh1002e.zip,128648,bd276c601adf0e25424824948e53ca3b,Zn1,overwrite:false,
games/mame/coh1002m.zip,https://archive.org/download/OngoFiles/mame-zn1/coh1002m.zip,138610,800fc349d09fff31c038538f68b6d18e,Zn1,overwrite:false,
games/mame/coh1002t.zip,https://archive.org/download/OngoFiles/mame-zn1/coh1002t.zip,216727,c235aa42552d60e4f139ab8743ec6694,Zn1,overwrite:false,
games/mame/coh1002v.zip,https://archive.org/download/OngoFiles/mame-zn1/coh1002v.zip,126336,322e7491b5797efa70f58bcf80b52eac,Zn1,overwrite:false,
games/mame/doapp.zip,https://archive.org/download/OngoFiles/mame-zn1/doapp.zip,14535271,c911786128d32a01c20e050321b0cfb9,Zn1,overwrite:false,
games/mame/flamegun.zip,https://archive.org/download/OngoFiles/mame-zn1/flamegun.zip,31688319,031d1ff2eba69c8075d8a123f59e4918,Zn1,overwrite:false,
games/mame/ftimpcta.zip,https://archive.org/download/OngoFiles/mame-zn1/ftimpcta.zip,15063475,a805915849f83d8f0db7c39020b8da96,Zn1,overwrite:false,
games/mame/gdarius2.zip,https://archive.org/download/OngoFiles/mame-zn1/gdarius2.zip,21742173,cd8af31679571b067b99965a90d90f92,Zn1,overwrite:false,
games/mame/glpracr2.zip,https://archive.org/download/OngoFiles/mame-zn1/glpracr2.zip,14745471,a654dfef39d44736b51800e14d020ad7,Zn1,overwrite:false,
games/mame/glpracr3.zip,https://archive.org/download/OngoFiles/mame-zn1/glpracr3.zip,11307265,e25052ae43a567aebcf5d2c969bb9ead,Zn1,overwrite:false,
games/mame/hvnsgate.zip,https://archive.org/download/OngoFiles/mame-zn1/hvnsgate.zip,14323255,16fb9d35d9a026f06aef93a41cf34eff,Zn1,overwrite:false,
games/mame/lpadv.zip,https://archive.org/download/OngoFiles/mame-zn1/lpadv.zip,2917110,f3b4ff3d6fee91d9c4d02dae2d14ef33,Zn1,overwrite:false,
games/mame/mfjump.zip,https://archive.org/download/OngoFiles/mame-zn1/mfjump.zip,3063491,c7d8ff73672557af7a3dea4355dea8e7,Zn1,overwrite:false,
games/mame/mgcldtex.zip,https://archive.org/download/OngoFiles/mame-zn1/mgcldtex.zip,14226640,08a449c8521301630d441ace58fedfb8,Zn1,overwrite:false,
games/mame/psyforce.zip,https://archive.org/download/OngoFiles/mame-zn1/psyforce.zip,6732770,e768524589208b302906d12c9c3e6f89,Zn1,overwrite:false,
games/mame/raystorm.zip,https://archive.org/download/OngoFiles/mame-zn1/raystorm.zip,10071125,e343a342f0e28f42d0586f86c4183b16,Zn1,overwrite:false,
games/mame/sfchamp.zip,https://archive.org/download/OngoFiles/mame-zn1/sfchamp.zip,7640056,83836b8155fa0d723a79ca0dee4937d8,Zn1,overwrite:false,
games/mame/shngmtkb.zip,https://archive.org/download/OngoFiles/mame-zn1/shngmtkb.zip,12755019,cae3ae427b36560b38654b1d45ec5d30,Zn1,overwrite:false,
games/mame/tblkkuzu.zip,https://archive.org/download/OngoFiles/mame-zn1/tblkkuzu.zip,2290359,960404c40c40e4b7b6388a4a064fe8a0,Zn1,overwrite:false,
games/mame/tondemo.zip,https://archive.org/download/OngoFiles/mame-zn1/tondemo.zip,13249482,e929dcbbaaf1fe456a353d38eb581ab5,Zn1,overwrite:false,
games/mame/twcupmil.zip,https://archive.org/download/OngoFiles/mame-zn1/twcupmil.zip,5225602,32a41787f80835bbd8cbccc2a4689430,Zn1,overwrite:false,
games/mame/coh3002c.zip,https://archive.org/download/OngoFiles/mame-capcomzn2/coh3002c.zip,137963,7564fc1ea9b44b5d4436631e399d0c3e,Zn2,overwrite:false,
games/mame/plsmaswd.zip,https://archive.org/download/OngoFiles/mame-capcomzn2/plsmaswd.zip,24348697,f240a51fc43f3fcc34d68c1f25c7b444,Zn2,overwrite:false,
games/mame/rvschool.zip,https://archive.org/download/OngoFiles/mame-capcomzn2/rvschool.zip,28611176,485e0b002c3162ab8ee5ec8be9d1fddd,Zn2,overwrite:false,
games/mame/sfex2.zip,https://archive.org/download/OngoFiles/mame-capcomzn2/sfex2.zip,16982187,1994bcbde7c2535af7b3d9b42b21ea30,Zn2,overwrite:false,
games/mame/sfex2p.zip,https://archive.org/download/OngoFiles/mame-capcomzn2/sfex2p.zip,25620875,36c60123df77dded982df45fbbf6c5f5,Zn2,overwrite:false,
games/mame/strider2.zip,https://archive.org/download/OngoFiles/mame-capcomzn2/strider2.zip,21408994,151fd5321ca37c61440420efb5b344c5,Zn2,overwrite:false,
games/mame/techromn.zip,https://archive.org/download/OngoFiles/mame-capcomzn2/techromn.zip,39102489,903f3f17839278abcd6e7fbd703e399b,Zn2,overwrite:false,
games/mame/tgmj.zip,https://archive.org/download/OngoFiles/mame-capcomzn2/tgmj.zip,2731246,7fcc8a72b4bc1f3340e1db4724b0628d,Zn2,overwrite:false,
games/mame/akatana.zip,https://archive.org/download/evac_20260901/evac/akatana.zip,73579066,504c5f230dd380b0f3cb09bc3488ad60,CV1000,overwrite:false,
games/mame/ddpdfk.zip,https://archive.org/download/evac_20260901/evac/ddpdfk.zip,81588023,7b7a55f492c4cf1cd3e4ff1b6f81aea2,CV1000,overwrite:false,
games/mame/ddpsdoj.zip,https://archive.org/download/evac_20260901/evac/ddpsdoj.zip,141530308,dceae1cdcba067c180a49af89b51e1a0,CV1000,overwrite:false,
games/mame/deathsml.zip,https://archive.org/download/evac_20260901/evac/deathsml.zip,66177676,fdb4f4321a418b167a440abbb36c8ffb,CV1000,overwrite:false,
games/mame/dfkbl.zip,https://archive.org/download/evac_20260901/evac/dfkbl.zip,47855170,9d77aa77e64a4e073a4f5e9c8eefd5d3,CV1000,overwrite:false,
games/mame/dsmbl.zip,https://archive.org/download/evac_20260901/evac/dsmbl.zip,82681482,f5e1f75df919f5cb13fc4d6b5a84603b,CV1000,overwrite:false,
games/mame/espgal2.zip,https://archive.org/download/evac_20260901/evac/espgal2.zip,49915688,fc1c0e3e021e564282edba2b1f5561c8,CV1000,overwrite:false,
games/mame/futari15.zip,https://archive.org/download/evac_20260901/evac/futari15.zip,98052208,c2745a33d5b91313ec50e8535e49a966,CV1000,overwrite:false,
games/mame/futaribl.zip,https://archive.org/download/evac_20260901/evac/futaribl.zip,52719721,8d77a6c26c6abf209de1901a016e1c6a,CV1000,overwrite:false,
games/mame/ibara.zip,https://archive.org/download/evac_20260901/evac/ibara.zip,34474299,b05a2773b3250bafbbc5d57fbc9048c6,CV1000,overwrite:false,
games/mame/ibarablk.zip,https://archive.org/download/evac_20260901/evac/ibarablk.zip,68947335,d5100046d213c3e82c72fa13c2db0425,CV1000,overwrite:false,
games/mame/matsuri15.zip,https://archive.org/download/evac_20260901/evac/matsuri15.zip,35834221,a2d5d892abe17755c5ce1c43ed25d9b4,CV1000,overwrite:false,
games/mame/mmmbanc.zip,https://archive.org/download/evac_20260901/evac/mmmbanc.zip,12350063,cc4dc20129642ff80e07a2ea3b8c9ee5,CV1000,overwrite:false,
games/mame/mmpork.zip,https://archive.org/download/evac_20260901/evac/mmpork.zip,63985930,1c227375f81650a94f4c194cb3365122,CV1000,overwrite:false,
games/mame/mushisam.zip,https://archive.org/download/evac_20260901/evac/mushisam.zip,40308100,f0f47942e69439d3d985422030a0012c,CV1000,overwrite:false,
games/mame/mushitam.zip,https://archive.org/download/evac_20260901/evac/mushitam.zip,32511599,8d96dd36a64ba9db456e55d13b6675f9,CV1000,overwrite:false,
games/mame/pinkswts.zip,https://archive.org/download/evac_20260901/evac/pinkswts.zip,151324523,21ad91608c6b51bcc94e5a4ef446bfe9,CV1000,overwrite:false,
games/mame/danceyes.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/danceyes.zip,20679823,e70d3ad5aef0d7275301b7712770cec2,System 11,overwrite:false,
games/mame/dunkmnia.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/dunkmnia.zip,9587978,b54e8a95529a1b22a16957d33537a43c,System 11,overwrite:false,
games/mame/fambowl.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/fambowl.zip,5356849,73ca0fa4048344a8199ad09c0f335b83,System 11,overwrite:false,
games/mame/myangel3.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/myangel3.zip,22413120,0c16ab6cffac30c1c3cb987124e7b929,System 11,overwrite:false,
games/mame/namcoc76.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/namcoc76.zip,9579,c0e177c75fa95ae46143e0609f58caaa,System 11,overwrite:false,
games/mame/pocketrc.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/pocketrc.zip,5313177,3003d825a37f29d1457cd78416a4ddf9,System 11,overwrite:false,
games/mame/primglex.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/primglex.zip,9897456,3fd8cb653e71e9beae87d23d6d80ac11,System 11,overwrite:false,
games/mame/ptblank2.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/ptblank2.zip,30763416,1977aa9190182b9acdedafc855fa69bc,System 11,overwrite:false,
games/mame/souledge.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/souledge.zip,25737673,fd8e3d8ee1aa9d26651b2ec9dbb940ba,System 11,overwrite:false,
games/mame/starswep.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/starswep.zip,3748766,99f65cfef7a480a7b2a435912a7466b2,System 11,overwrite:false,
games/mame/tekken.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/tekken.zip,19067076,3a5fb15831ef80dada2360d0ba175011,System 11,overwrite:false,
games/mame/tekken2.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/tekken2.zip,34807990,522d3caae0aea97bd3a61991c7537a22,System 11,overwrite:false,
games/mame/xevi3dg.zip,https://archive.org/download/OngoFiles/mame-namcosystem11/xevi3dg.zip,17759492,54bfaaf0c61c65fa113bd1c064df31ab,System 11,overwrite:false,
games/mame/aquarush.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/aquarush.zip,12094823,04412c28864be9a6d678fa74f355f91e,System 12,overwrite:false,
games/mame/ehrgeiz.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/ehrgeiz.zip,32316959,716a344e40e98ea7e035db3bc947e26f,System 12,overwrite:false,
games/mame/fgtlayer.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/fgtlayer.zip,26282296,98dabc118e9020eaf424b5b5ee0eafcb,System 12,overwrite:false,
games/mame/ghlpanic.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/ghlpanic.zip,12427096,315e0f7b0d81e6d37dbe943e874c71c6,System 12,overwrite:false,
games/mame/lbgrande.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/lbgrande.zip,11876558,8706b6b07ad3a526f28cefe7638952cb,System 12,overwrite:false,
games/mame/mrdrillr.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/mrdrillr.zip,12772919,0ae23b1e6af5812a13c4b26db476e863,System 12,overwrite:false,
games/mame/pacapp.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/pacapp.zip,13418383,7ec288f0e3030aa2e45425439746ae96,System 12,overwrite:false,
games/mame/pacapp2.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/pacapp2.zip,18543189,80153666b2fcb40ae4563928f48fdc1b,System 12,overwrite:false,
games/mame/pacappsp.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/pacappsp.zip,18744920,f40131f9f7f7f033d0d3eacb36da6a6c,System 12,overwrite:false,
games/mame/soulclbr.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/soulclbr.zip,57003349,f980e08b32869860d3c45cdc22c721d5,System 12,overwrite:false,
games/mame/sws98.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/sws98.zip,15733251,816e768f0a5e8a204f68cd58f71ef144,System 12,overwrite:false,
games/mame/sws99.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/sws99.zip,18921800,46ffb44cb88755d622af13b9b70bf903,System 12,overwrite:false,
games/mame/tekken3.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/tekken3.zip,63983697,32cca10a4195adc3ed2a7ea470815143,System 12,overwrite:false,
games/mame/tektagt.zip,https://archive.org/download/OngoFiles/mame-namcosystem12/tektagt.zip,130601575,8c350b94c7529ca4ba8d13c82151e94a,System 12,overwrite:false,
games/mame/namcoc71.zip,https://archive.org/download/OngoFiles/mame-namcosystem22/namcoc71.zip,2756,820432925f6fa45cd6ccd44db8afdb58,System 22,overwrite:false,
games/mame/namcoc74.zip,https://archive.org/download/OngoFiles/mame-namcosystem22/namcoc74.zip,6936,49051be5627d94a0c8b1baf7c24c4ba6,System 22,overwrite:false,
games/mame/propcycl.zip,https://archive.org/download/OngoFiles/mame-namcosystem22/propcycl.zip,28856481,9817a8c9511fff9c8a88965fc7eb99b6,System 22,overwrite:false,
games/mame/raverace.zip,https://archive.org/download/OngoFiles/mame-namcosystem22/raverace.zip,23532832,273b83f9012fc21f9be54bbe7603f050,System 22,overwrite:false,
games/mame/ridgera2.zip,https://archive.org/download/OngoFiles/mame-namcosystem22/ridgera2.zip,9063282,2749c14a6ede6393d000cede0da923ea,System 22,overwrite:false,
games/mame/ridgerac.zip,https://archive.org/download/OngoFiles/mame-namcosystem22/ridgerac.zip,8910639,970bc7d047988fc7ee3ef2af69bf68d4,System 22,overwrite:false,
games/mame/timecris.zip,https://archive.org/download/OngoFiles/mame-namcosystem22/timecris.zip,30868242,d635c5b257bdefa667e6f56cce0a62e7,System 22,overwrite:false,
games/mame/cheyenne.zip,https://archive.org/download/OngoFiles/mame-exidy440/cheyenne.zip,270034,995ea1f4ace90f864e19fc5f0a148657,Exidy 440,overwrite:false,
games/mame/chiller.zip,https://archive.org/download/OngoFiles/mame-exidy440/chiller.zip,264997,50d5b575b397c7ae457ffeb7b8ba5af7,Exidy 440,overwrite:false,
games/mame/claypign.zip,https://archive.org/download/OngoFiles/mame-exidy440/claypign.zip,163017,21fbb3ddc65f2cef32c66bbac3c078fb,Exidy 440,overwrite:false,
games/mame/combat.zip,https://archive.org/download/OngoFiles/mame-exidy440/combat.zip,267532,7f4c07f3e303265a23c87ac55b6ab2b4,Exidy 440,overwrite:false,
games/mame/cracksht.zip,https://archive.org/download/OngoFiles/mame-exidy440/cracksht.zip,227476,93e7555e25f251958f13970c95f961f2,Exidy 440,overwrite:false,
games/mame/crossbow.zip,https://archive.org/download/OngoFiles/mame-exidy440/crossbow.zip,286112,bd36036b4911b04bd73120f4e82c5cfe,Exidy 440,overwrite:false,
games/mame/hitnmiss.zip,https://archive.org/download/OngoFiles/mame-exidy440/hitnmiss.zip,359953,923abc67e84400f1c7c79322f776369c,Exidy 440,overwrite:false,
games/mame/showdown.zip,https://archive.org/download/OngoFiles/mame-exidy440/showdown.zip,234723,6cb1efdee6902c8c10362d337913a260,Exidy 440,overwrite:false,
games/mame/topsecex.zip,https://archive.org/download/OngoFiles/mame-exidy440/topsecex.zip,223939,3fec456ea81013a659e27840c57173b8,Exidy 440,overwrite:false,
games/mame/whodunit.zip,https://archive.org/download/OngoFiles/mame-exidy440/whodunit.zip,329428,d8fe5af4ee68ed4a8a0fc6560c7bdaae,Exidy 440,overwrite:false,
games/mame/asurabld.zip,https://archive.org/download/OngoFiles/mame-fuuki/asurabld.zip,8929380,470ea52f497baa2100dc1dfeb59beab1,Fuuki,overwrite:false,
games/mame/asurabus.zip,https://archive.org/download/OngoFiles/mame-fuuki/asurabus.zip,13396080,9020f55514e65ad8ba594f688d3e6b55,Fuuki,overwrite:false,
games/mame/gogomile.zip,https://archive.org/download/OngoFiles/mame-fuuki/gogomile.zip,3373243,6213376cd7e758754af466944dbc7e92,Fuuki,overwrite:false,
games/mame/pbancho.zip,https://archive.org/download/OngoFiles/mame-fuuki/pbancho.zip,2419453,34fdf933dc76cb3dcf898b660010ac3c,Fuuki,overwrite:false,
games/mame/aligator.zip,https://archive.org/download/OngoFiles/mame-jlrh/aligator.zip,18344791,6168a6478e62ed4956799b662c1f9663,Jlrh,overwrite:false,
games/mame/altair.zip,https://archive.org/download/OngoFiles/mame-jlrh/altair.zip,9758,969a24aff748af9049223096032cc7e0,Jlrh,overwrite:false,
games/mame/altair2.zip,https://archive.org/download/OngoFiles/mame-jlrh/altair2.zip,9738,3d704c9fd27daaaa4f5d8555da14a805,Jlrh,overwrite:false,
games/mame/blswhstl.zip,https://archive.org/download/OngoFiles/mame-jlrh/blswhstl.zip,2037057,4886479b2f403b4a293f961da8aba310,Jlrh,overwrite:false,
games/mame/destryer.zip,https://archive.org/download/OngoFiles/mame-jlrh/destryer.zip,14070,3f3340ec37d60737aa39c083f349a3e0,Jlrh,overwrite:false,
games/mame/draco.zip,https://archive.org/download/OngoFiles/mame-jlrh/draco.zip,13763,3e40af261fc9a059ad03f9111aa136ff,Jlrh,overwrite:false,
games/mame/empcity.zip,https://archive.org/download/OngoFiles/mame-jlrh/empcity.zip,528771,d9e0cb3c0de98452b1a71c4ed7a425fd,Jlrh,overwrite:false,
games/mame/glass.zip,https://archive.org/download/OngoFiles/mame-jlrh/glass.zip,10746392,3e4add06a1c35103668c4a524d5e5212,Jlrh,overwrite:false,
games/mame/moomesa.zip,https://archive.org/download/OngoFiles/mame-jlrh/moomesa.zip,6673967,c13ccddaa02f6bb2d8e94a9966043eac,Jlrh,overwrite:false,
games/mame/mtlchamp.zip,https://archive.org/download/OngoFiles/mame-jlrh/mtlchamp.zip,8240099,34d2756eddd188ba3f7c87534b87b8a2,Jlrh,overwrite:false,
games/mame/thoop2.zip,https://archive.org/download/OngoFiles/mame-jlrh/thoop2.zip,10454670,0e451c91784870c355aba14460a03a8f,Jlrh,overwrite:false,
games/mame/wrally.zip,https://archive.org/download/OngoFiles/mame-jlrh/wrally.zip,8431601,99fc3677f583ade3dbea46d998f5a71e,Jlrh,overwrite:false,
games/mame/wrally2.zip,https://archive.org/download/OngoFiles/mame-jlrh/wrally2.zip,13294768,4063ddff3df7fe1e12eecbd87a2dec3e,Jlrh,overwrite:false,
games/mame/blazeon.zip,https://archive.org/download/OngoFiles/mame-kaneko16/blazeon.zip,1906474,9df9c22b3575a2b6c9d0ba37fb1d6888,Kaneko16,overwrite:false,
games/mame/explbrkr.zip,https://archive.org/download/OngoFiles/mame-kaneko16/explbrkr.zip,2457212,b9b897930b383401df0d6f63aefa5fb7,Kaneko16,overwrite:false,
games/mame/mgcrystl.zip,https://archive.org/download/OngoFiles/mame-kaneko16/mgcrystl.zip,1267269,3e3755ba29f6ac934de0eac1491af7c8,Kaneko16,overwrite:false,
games/mame/wingforc.zip,https://archive.org/download/OngoFiles/mame-kaneko16/wingforc.zip,2334971,925795cbed561f2a8e0fc40c792d51be,Kaneko16,overwrite:false,
games/mame/archrivl.zip,https://archive.org/download/OngoFiles/mame-mcr68/archrivl.zip,572150,94b39fc17d51efe1f25cc407d19831af,Mcr68,overwrite:false,
games/mame/blasted.zip,https://archive.org/download/OngoFiles/mame-mcr68/blasted.zip,882570,1cb6c3b1b7543809df0438a89277a16d,Mcr68,overwrite:false,
games/mame/pigskin.zip,https://archive.org/download/OngoFiles/mame-mcr68/pigskin.zip,831104,3084f077075c7f0f3534fd07ec7a356b,Mcr68,overwrite:false,
games/mame/xenophob.zip,https://archive.org/download/OngoFiles/mame-mcr68/xenophob.zip,392223,46c606a74e9d5019279c984765b9e708,Mcr68,overwrite:false,
games/mame/docastle.zip,https://archive.org/download/OngoFiles/mame-mrdo/docastle.zip,108719,dc0e6a8a46aff4ca204d07ab50636359,MrDo,overwrite:false,
games/mame/dorunrun.zip,https://archive.org/download/OngoFiles/mame-mrdo/dorunrun.zip,169184,ec8735bc15fe1397295903808640fbdd,MrDo,overwrite:false,
games/mame/dowild.zip,https://archive.org/download/OngoFiles/mame-mrdo/dowild.zip,43654,d9e69a1ca465c6ca8b5c889e9b098d61,MrDo,overwrite:false,
games/mame/idsoccer.zip,https://archive.org/download/OngoFiles/mame-mrdo/idsoccer.zip,205782,d7c5024219820bf1a48bb3305c7cf077,MrDo,overwrite:false,
games/mame/jjack.zip,https://archive.org/download/OngoFiles/mame-mrdo/jjack.zip,44209,f1a0bc6f256b60cdc69a8300eda9d4e2,MrDo,overwrite:false,
games/mame/kickridr.zip,https://archive.org/download/OngoFiles/mame-mrdo/kickridr.zip,37835,69b10861eaf60abef3edb3727296fa65,MrDo,overwrite:false,
games/mame/acrobatm.zip,https://archive.org/download/OngoFiles/mame-nmk16/acrobatm.zip,2178082,a1b03e77dda773dd5e10a39e73abe5a9,Nmk16,overwrite:false,
games/mame/arcadian.zip,https://archive.org/download/OngoFiles/mame-nmk16/arcadian.zip,6765435,5d8720bd721a37d9f5dca2919884211c,Nmk16,overwrite:false,
games/mame/bioship.zip,https://archive.org/download/OngoFiles/mame-nmk16/bioship.zip,1456059,88a1325f7bb123f83742c711d8d9102a,Nmk16,overwrite:false,
games/mame/bjtwin.zip,https://archive.org/download/OngoFiles/mame-nmk16/bjtwin.zip,5518505,1fa4a4e9bc7a36491167d85cdcf56c6d,Nmk16,overwrite:false,
games/mame/bubl2000.zip,https://archive.org/download/OngoFiles/mame-nmk16/bubl2000.zip,8060974,938044b103f8eeb0be5d33ee1ca00b75,Nmk16,overwrite:false,
games/mame/grdnstrm.zip,https://archive.org/download/OngoFiles/mame-nmk16/grdnstrm.zip,6118736,a97dab36bd064292217e070dc19e26a3,Nmk16,overwrite:false,
games/mame/gunnail.zip,https://archive.org/download/OngoFiles/mame-nmk16/gunnail.zip,3332732,9917e0ff3c0f6ba075ea86dc03b8d169,Nmk16,overwrite:false,
games/mame/hachamf.zip,https://archive.org/download/OngoFiles/mame-nmk16/hachamf.zip,2662604,d94fd7b0a2a3bb1904dd93ea66d50e27,Nmk16,overwrite:false,
games/mame/macross.zip,https://archive.org/download/OngoFiles/mame-nmk16/macross.zip,4983748,9686eb719e422ce50dbc073a9854defc,Nmk16,overwrite:false,
games/mame/macross2.zip,https://archive.org/download/OngoFiles/mame-nmk16/macross2.zip,3996994,4ad0a84b21455db7cbaf7fbdc1c059b0,Nmk16,overwrite:false,
games/mame/mangchi.zip,https://archive.org/download/OngoFiles/mame-nmk16/mangchi.zip,506165,d0476937f70d34b131fec7268130b602,Nmk16,overwrite:false,
games/mame/mustang.zip,https://archive.org/download/OngoFiles/mame-nmk16/mustang.zip,2093054,84f446c3c0e14c9038affe5e81080477,Nmk16,overwrite:false,
games/mame/nouryoku.zip,https://archive.org/download/OngoFiles/mame-nmk16/nouryoku.zip,5339564,90212341161308b914183288a57eef19,Nmk16,overwrite:false,
games/mame/popspops.zip,https://archive.org/download/OngoFiles/mame-nmk16/popspops.zip,1926408,38112904e914ff6c40e30cb61bac667e,Nmk16,overwrite:false,
games/mame/powerins.zip,https://archive.org/download/OngoFiles/mame-nmk16/powerins.zip,22322731,657eab6d2a310b1912bcb80af3319f9e,Nmk16,overwrite:false,
games/mame/sabotenb.zip,https://archive.org/download/OngoFiles/mame-nmk16/sabotenb.zip,4163102,455b751e869fef1927277700d09aaa05,Nmk16,overwrite:false,
games/mame/spec2k.zip,https://archive.org/download/OngoFiles/mame-nmk16/spec2k.zip,7880950,0bc287196f302c01ef40c4f515e93005,Nmk16,overwrite:false,
games/mame/stagger1.zip,https://archive.org/download/OngoFiles/mame-nmk16/stagger1.zip,5400036,da77e06dfeaa60ce164a206be55cfb36,Nmk16,overwrite:false,
